workerid,trial_number_block,rating,gender,age,sentence,definition,political,condition,homelang,income,education,ethnicity,aim,traitb,traitType,trait,genderF
anon66,3,3,female,45-64,Decisive,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,TRUE,Masculine,Decisive,female
anon66,4,6,female,45-64,Helpful to others,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,FALSE,Feminine,Helpful to others,female
anon66,5,2,female,45-64,Warm in relationships with others,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,FALSE,Feminine,Warm in relationships with others,female
anon66,6,5,female,45-64,Cooperative,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,FALSE,Feminine,Cooperative,female
anon66,7,4,female,45-64,Ambitious,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,TRUE,Masculine,Ambitious,female
anon66,8,5,female,45-64,Sympathetic,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,FALSE,Feminine,Sympathetic,female
anon66,9,2,female,45-64,Supportive,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,FALSE,Feminine,Supportive,female
anon66,10,7,female,45-64,Understanding of others,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,FALSE,Feminine,Understanding of others,female
anon66,11,8,female,45-64,Willing to take risks,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,TRUE,Masculine,Willing to take risks,female
anon66,12,9,female,45-64,Adventurous,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,TRUE,Masculine,Adventurous,female
anon66,13,7,female,45-64,Self-reliant,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,TRUE,Masculine,Self-reliant,female
anon66,14,4,female,45-64,Competitive,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,TRUE,Masculine,Competitive,female
anon66,15,6,female,45-64,Courageous,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,TRUE,Masculine,Courageous,female
anon66,16,6,female,45-64,Sensitive,being able to see things the way nobody else does,2,Divergent,English,50000-74999,collegeGraduate,Caucasian,what specific qualities people think contribute most to creativity,FALSE,Feminine,Sensitive,female
anon67,1,9,male,25-34,Cooperative,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,FALSE,Feminine,Cooperative,male
anon67,2,8,male,25-34,Warm in relationships with others,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,FALSE,Feminine,Warm in relationships with others,male
anon67,3,8,male,25-34,Decisive,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,TRUE,Masculine,Decisive,male
anon67,4,8,male,25-34,Supportive,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,FALSE,Feminine,Supportive,male
anon67,5,9,male,25-34,Willing to take risks,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,TRUE,Masculine,Willing to take risks,male
anon67,6,8,male,25-34,Understanding of others,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,FALSE,Feminine,Understanding of others,male
anon67,7,7,male,25-34,Helpful to others,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,FALSE,Feminine,Helpful to others,male
anon67,8,5,male,25-34,Competitive,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,TRUE,Masculine,Competitive,male
anon67,9,6,male,25-34,Nurturing,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,FALSE,Feminine,Nurturing,male
anon67,10,6,male,25-34,Adventurous,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,TRUE,Masculine,Adventurous,male
anon67,11,7,male,25-34,Self-reliant,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,TRUE,Masculine,Self-reliant,male
anon67,12,7,male,25-34,Daring,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,TRUE,Masculine,Daring,male
anon67,13,8,male,25-34,Ambitious,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,TRUE,Masculine,Ambitious,male
anon67,14,8,male,25-34,Sensitive,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,FALSE,Feminine,Sensitive,male
anon67,15,5,male,25-34,Courageous,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,TRUE,Masculine,Courageous,male
anon67,16,6,male,25-34,Sympathetic,The ability to create and think unconventionally.,3,Convergent,English,35000-49999,someCollege,Caucasian,Attached emotions.,FALSE,Feminine,Sympathetic,male
anon68,1,7,male,18-24,Decisive,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,TRUE,Masculine,Decisive,male
anon68,2,6,male,18-24,Cooperative,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,FALSE,Feminine,Cooperative,male
anon68,3,7,male,18-24,Nurturing,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,FALSE,Feminine,Nurturing,male
anon68,4,4,male,18-24,Self-reliant,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,TRUE,Masculine,Self-reliant,male
anon68,5,8,male,18-24,Willing to take risks,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,TRUE,Masculine,Willing to take risks,male
anon68,6,6,male,18-24,Daring,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,TRUE,Masculine,Daring,male
anon68,7,7,male,18-24,Competitive,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,TRUE,Masculine,Competitive,male
anon68,8,8,male,18-24,Understanding of others,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,FALSE,Feminine,Understanding of others,male
anon68,9,4,male,18-24,Helpful to others,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,FALSE,Feminine,Helpful to others,male
anon68,10,5,male,18-24,Supportive,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,FALSE,Feminine,Supportive,male
anon68,11,7,male,18-24,Courageous,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,TRUE,Masculine,Courageous,male
anon68,12,6,male,18-24,Adventurous,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,TRUE,Masculine,Adventurous,male
anon68,13,5,male,18-24,Warm in relationships with others,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,FALSE,Feminine,Warm in relationships with others,male
anon68,14,6,male,18-24,Sympathetic,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,FALSE,Feminine,Sympathetic,male
anon68,15,8,male,18-24,Sensitive,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,FALSE,Feminine,Sensitive,male
anon68,16,4,male,18-24,Ambitious,To make new ideas and things.,1,Convergent,english,25000-34999,highSchoolDrad,Caucasian,My opinion on the things discussed.,TRUE,Masculine,Ambitious,male
anon69,1,4,female,35-44,Cooperative,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,FALSE,Feminine,Cooperative,female
anon69,2,8,female,35-44,Daring,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,TRUE,Masculine,Daring,female
anon69,3,6,female,35-44,Understanding of others,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,FALSE,Feminine,Understanding of others,female
anon69,4,4,female,35-44,Helpful to others,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,FALSE,Feminine,Helpful to others,female
anon69,5,4,female,35-44,Nurturing,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,FALSE,Feminine,Nurturing,female
anon69,6,7,female,35-44,Courageous,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,TRUE,Masculine,Courageous,female
anon69,7,8,female,35-44,Adventurous,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,TRUE,Masculine,Adventurous,female
anon69,8,8,female,35-44,Willing to take risks,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,TRUE,Masculine,Willing to take risks,female
anon69,9,5,female,35-44,Supportive,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,FALSE,Feminine,Supportive,female
anon69,10,8,female,35-44,Self-reliant,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,TRUE,Masculine,Self-reliant,female
anon69,11,6,female,35-44,Sympathetic,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,FALSE,Feminine,Sympathetic,female
anon69,12,7,female,35-44,Ambitious,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,TRUE,Masculine,Ambitious,female
anon69,13,5,female,35-44,Competitive,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,TRUE,Masculine,Competitive,female
anon69,14,3,female,35-44,Warm in relationships with others,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,FALSE,Feminine,Warm in relationships with others,female
anon69,15,6,female,35-44,Decisive,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,TRUE,Masculine,Decisive,female
anon69,16,4,female,35-44,Sensitive,Someone who can put all the pieces together in a unique way and come up with an innovative solution.,3,Convergent,English,50000-74999,someCollege,Caucasian,How people view creativity?,FALSE,Feminine,Sensitive,female
anon7,1,7,male,35-44,Sensitive,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,FALSE,Feminine,Sensitive,male
anon7,2,6,male,35-44,Willing to take risks,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,TRUE,Masculine,Willing to take risks,male
anon7,3,3,male,35-44,Daring,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,TRUE,Masculine,Daring,male
anon7,4,3,male,35-44,Ambitious,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,TRUE,Masculine,Ambitious,male
anon7,5,6,male,35-44,Self-reliant,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,TRUE,Masculine,Self-reliant,male
anon7,6,6,male,35-44,Supportive,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,FALSE,Feminine,Supportive,male
anon7,7,5,male,35-44,Nurturing,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,FALSE,Feminine,Nurturing,male
anon7,8,5,male,35-44,Decisive,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,TRUE,Masculine,Decisive,male
anon7,9,8,male,35-44,Competitive,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,TRUE,Masculine,Competitive,male
anon7,10,7,male,35-44,Adventurous,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,TRUE,Masculine,Adventurous,male
anon7,11,6,male,35-44,Sympathetic,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,FALSE,Feminine,Sympathetic,male
anon7,12,5,male,35-44,Warm in relationships with others,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,FALSE,Feminine,Warm in relationships with others,male
anon7,13,6,male,35-44,Courageous,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,TRUE,Masculine,Courageous,male
anon7,14,7,male,35-44,Helpful to others,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,FALSE,Feminine,Helpful to others,male
anon7,15,6,male,35-44,Understanding of others,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,FALSE,Feminine,Understanding of others,male
anon7,16,6,male,35-44,Cooperative,Ability to make new and unique ideas.,4,Convergent,Tamil,75000-99999,collegeGraduate,Asian,This experiment about creativity.,FALSE,Feminine,Cooperative,male
anon70,1,8,female,18-24,Ambitious,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,TRUE,Masculine,Ambitious,female
anon70,2,9,female,18-24,Adventurous,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,TRUE,Masculine,Adventurous,female
anon70,3,7,female,18-24,Sympathetic,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,FALSE,Feminine,Sympathetic,female
anon70,4,9,female,18-24,Courageous,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,TRUE,Masculine,Courageous,female
anon70,5,8,female,18-24,Willing to take risks,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,TRUE,Masculine,Willing to take risks,female
anon70,6,9,female,18-24,Self-reliant,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,TRUE,Masculine,Self-reliant,female
anon70,7,7,female,18-24,Decisive,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,TRUE,Masculine,Decisive,female
anon70,8,5,female,18-24,Daring,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,TRUE,Masculine,Daring,female
anon70,9,8,female,18-24,Helpful to others,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,FALSE,Feminine,Helpful to others,female
anon70,10,9,female,18-24,Understanding of others,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,FALSE,Feminine,Understanding of others,female
anon70,11,6,female,18-24,Nurturing,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,FALSE,Feminine,Nurturing,female
anon70,12,8,female,18-24,Supportive,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,FALSE,Feminine,Supportive,female
anon70,13,9,female,18-24,Competitive,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,TRUE,Masculine,Competitive,female
anon70,14,9,female,18-24,Sensitive,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,FALSE,Feminine,Sensitive,female
anon70,15,9,female,18-24,Cooperative,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,FALSE,Feminine,Cooperative,female
anon70,16,9,female,18-24,Warm in relationships with others,have the ability to see the world differently from the average person.,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,its about creativity skill,FALSE,Feminine,Warm in relationships with others,female
anon71,1,9,male,25-34,Adventurous,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,TRUE,Masculine,Adventurous,male
anon71,2,5,male,25-34,Self-reliant,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,TRUE,Masculine,Self-reliant,male
anon71,3,1,male,25-34,Sensitive,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,FALSE,Feminine,Sensitive,male
anon71,4,1,male,25-34,Nurturing,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,FALSE,Feminine,Nurturing,male
anon71,5,1,male,25-34,Warm in relationships with others,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,FALSE,Feminine,Warm in relationships with others,male
anon71,6,9,male,25-34,Daring,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,TRUE,Masculine,Daring,male
anon71,7,1,male,25-34,Understanding of others,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,FALSE,Feminine,Understanding of others,male
anon71,8,5,male,25-34,Ambitious,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,TRUE,Masculine,Ambitious,male
anon71,9,1,male,25-34,Supportive,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,FALSE,Feminine,Supportive,male
anon71,10,1,male,25-34,Cooperative,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,FALSE,Feminine,Cooperative,male
anon71,11,9,male,25-34,Decisive,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,TRUE,Masculine,Decisive,male
anon71,12,4,male,25-34,Courageous,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,TRUE,Masculine,Courageous,male
anon71,13,8,male,25-34,Willing to take risks,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,TRUE,Masculine,Willing to take risks,male
anon71,14,6,male,25-34,Competitive,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,TRUE,Masculine,Competitive,male
anon71,15,1,male,25-34,Helpful to others,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,FALSE,Feminine,Helpful to others,male
anon71,16,1,male,25-34,Sympathetic,The ability to combine ideas to form something new.,1,Convergent,English,25000-34999,collegeGraduate,Caucasian,Relationship of creativity to other personality traits.,FALSE,Feminine,Sympathetic,male
anon72,1,9,female,25-34,Self-reliant,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,TRUE,Masculine,Self-reliant,female
anon72,2,5,female,25-34,Supportive,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,FALSE,Feminine,Supportive,female
anon72,3,6,female,25-34,Competitive,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,TRUE,Masculine,Competitive,female
anon72,4,8,female,25-34,Courageous,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,TRUE,Masculine,Courageous,female
anon72,5,9,female,25-34,Willing to take risks,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,TRUE,Masculine,Willing to take risks,female
anon72,6,5,female,25-34,Sympathetic,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,FALSE,Feminine,Sympathetic,female
anon72,7,8,female,25-34,Ambitious,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,TRUE,Masculine,Ambitious,female
anon72,8,5,female,25-34,Cooperative,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,FALSE,Feminine,Cooperative,female
anon72,9,8,female,25-34,Decisive,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,TRUE,Masculine,Decisive,female
anon72,10,7,female,25-34,Sensitive,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,FALSE,Feminine,Sensitive,female
anon72,11,9,female,25-34,Adventurous,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,TRUE,Masculine,Adventurous,female
anon72,12,8,female,25-34,Understanding of others,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,FALSE,Feminine,Understanding of others,female
anon72,13,6,female,25-34,Warm in relationships with others,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,FALSE,Feminine,Warm in relationships with others,female
anon72,14,6,female,25-34,Helpful to others,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,FALSE,Feminine,Helpful to others,female
anon72,15,4,female,25-34,Nurturing,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,FALSE,Feminine,Nurturing,female
anon72,16,9,female,25-34,Daring,"Creativity is looking at seemingly ordinary things with a new, fresh perspective.",6,Convergent,English,35000-49999,collegeGraduate,Caucasian,How people view creativity and if certain traits can be associated with creativity,TRUE,Masculine,Daring,female
anon73,1,4,male,18-24,Competitive,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,TRUE,Masculine,Competitive,male
anon73,2,7,male,18-24,Cooperative,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,FALSE,Feminine,Cooperative,male
anon73,3,9,male,18-24,Adventurous,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,TRUE,Masculine,Adventurous,male
anon73,4,8,male,18-24,Daring,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,TRUE,Masculine,Daring,male
anon73,5,6,male,18-24,Sensitive,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,FALSE,Feminine,Sensitive,male
anon73,6,7,male,18-24,Helpful to others,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,FALSE,Feminine,Helpful to others,male
anon73,7,7,male,18-24,Warm in relationships with others,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,FALSE,Feminine,Warm in relationships with others,male
anon73,8,8,male,18-24,Decisive,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,TRUE,Masculine,Decisive,male
anon73,9,7,male,18-24,Understanding of others,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,FALSE,Feminine,Understanding of others,male
anon73,10,9,male,18-24,Ambitious,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,TRUE,Masculine,Ambitious,male
anon73,11,9,male,18-24,Willing to take risks,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,TRUE,Masculine,Willing to take risks,male
anon73,12,8,male,18-24,Courageous,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,TRUE,Masculine,Courageous,male
anon73,13,7,male,18-24,Supportive,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,FALSE,Feminine,Supportive,male
anon73,14,6,male,18-24,Nurturing,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,FALSE,Feminine,Nurturing,male
anon73,15,7,male,18-24,Self-reliant,The ability to make or do something unique and interesting using your own personal skills.,2,Divergent,English,50000-74999,highSchoolDrad,Caucasian,Creativity and ow certain emotions/traits relate.,TRUE,Masculine,Self-reliant,male
